type,text,text_clean,target
ham,"Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham",spend new year brother family let plan meet week ready spoil ham,0
ham,"So what u doing today?,ham",u todayham,0
ham,"I said its okay. Sorry,ham",okay sorryham,0
ham,"Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham",sleep thinkthis time   ltgt   pm dangerousham,0
ham,"Networking job is there.,ham",networking job thereham,0
spam,"goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam",goldvike 29 m invite friend reply yes762 no762 wwwsmsacugoldvike stop send stop frnd 62468spam,1
ham,"Dont let studying stress you out. L8r.,ham",let study stress l8rham,0
ham,"That's y u haf 2 keep me busy...,ham",y u haf 2 busyham,0
ham,"No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham",rushing work school rush hungryham,0
ham,"Which channel:-):-):):-).,ham",channelham,0
ham,"So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham",tell coulda real valentine u pick nothingham,0
spam,"Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam",phony å350 award   todays voda number end xxxx select receive å350 award match 08712300220 quote claim code 3100 standard rate appspam,1
ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx,ham",eta taunton 1230 plan hope thatûs okday good xxham,0
ham,"I'm hungry buy smth home...,ham",hungry buy smth homeham,0
ham,"\HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\"""",ham",hey kate hope ur ok u buz wedlunch outsomewhere 4 adrink towncud 2watershd 4 bit ppl fromwrk bthere love petexxxham,0
ham,"My drive can only be read. I need to write,ham",drive read need writeham,0
ham,"Just looked it up and addie goes back Monday, sucks to be her,ham",look addie monday suck herham,0
ham,"Happy new year. Hope you are having a good semester,ham",happy new year hope good semesterham,0
ham,"Esplanade lor. Where else...,ham",esplanade lor elseham,0
ham,"Can you talk with me..,ham",talk meham,0
ham,"Hmph. Go head, big baller.,ham",hmph head big ballerham,0
ham,"Well its not like you actually called someone a punto. That woulda been worse.,ham",like actually punto woulda worseham,0
ham,"Nope. Since ayo travelled, he has forgotten his guy,ham",nope ayo travel forget guyham,0
ham,"You still around? Looking to pick up later,ham",look pick laterham,0
spam,"CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam",cds 4u congratulation ur award å500 cd gift voucher å125 gift guarantee   freeentry 2 å100 wkly draw xt music 87066 tnc wwwldewcom1win150ppmx3age16 spam,1
ham,"There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham",year   ltgt   toyota camry like mr olayiwola mileage   ltgt kit clean need know sell raise dough soon landing sell holla backham,0
ham,"Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham",guess pub m m happy pig clover saying ham,0
ham,"ILL B DOWN SOON,ham",ill b soonham,0
ham,"Oh k. . I will come tomorrow,ham",oh k   come tomorrowham,0
ham,"Go fool dont cheat others ok,ham",fool cheat okham,0
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar,ham",mobile numberpls sms ur mail idconvey regard achanammarakheshqatarham,0
ham,"By the way, 'rencontre' is to meet again. Mountains dont....,ham",way ' rencontre ' meet mountain dontham,0
spam,"You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam",win guarantee å1000 cash å2000 prize claim yr prize customer service representative 08714712412 10am7pm cost 10pspam,1
ham,"U attend ur driving lesson how many times a wk n which day?,ham",u attend ur drive lesson time wk n dayham,0
ham,"Uncle G, just checking up on you. Do have a rewarding month,ham",uncle g check rewarding monthham,0
ham,"Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,ham",hello boytoy   geeee   miss today like send tm remind think   love   love kissham,0
ham,"I think the other two still need to get cash but we can def be ready by 9,ham",think need cash def ready 9ham,0
ham,"Hey gals...U all wanna meet 4 dinner at nÌÂte? ,ham",hey galsu wanna meet 4 dinner nìâte ham,0
spam,"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam",dear 0776xxxxxxx u've invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrsspam,1
ham,"Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,ham",babe       talk   think   good boy miss love ham,0
ham,"Great! How is the office today?,ham",great office todayham,0
ham,"It's cool, we can last a little while. Getting more any time soon?,ham",cool little time soonham,0
ham,":-( sad puppy noise,ham",sad puppy noiseham,0
ham,"Yes its possible but dint try. Pls dont tell to any one k,ham",yes possible dint try pls tell kham,0
ham,"Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham",holla need excuse creep people sarasotaham,0
ham,"Where you. What happen,ham",happenham,0
ham,"I was gonna ask you lol but i think its at 7,ham",ask lol think 7ham,0
spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam",ur cashbalance currently 500 pound   maximize ur cashin send 86688 150pmeg cc 08718720201 hgsuite3422land roww1j6hlspam,1
spam,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam",private 2003 account statement 800 unredeeme sim point 08715203685 identifier code4xx26 expire 131004spam,1
ham,"Go chase after her and run her over while she's crossing the street,ham",chase run cross streetham,0
spam,"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam",like tell deep darkest fantasy 09094646631 60pmin stop text 08712460324 nat ratespam,1
ham,"Is there coming friday is leave for pongal?do you get any news from your work place.,ham",come friday leave pongaldo news work placeham,0
ham,"Hey... Very inconvenient for your sis a not huh?,ham",hey inconvenient sis huhham,0
ham,"Ok i vl..do u know i got adsense approved..,ham",ok vldo u know adsense approvedham,0
ham,"* Was really good to see you the other day dudette, been missing you!,ham",good day dudette miss youham,0
ham,"I want to go to perumbavoor,ham",want perumbavoorham,0
ham,"How many times i told in the stage all use to laugh. You not listen aha.,ham",time tell stage use laugh listen ahaham,0
spam,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam",believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18ptxtspam,1
ham,"(You didn't hear it from me),ham",hear meham,0
ham,"Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham",thank talk saturday dear cherish brother role modelham,0
ham,"Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham",pls clarify open return ticket prepone keralaham,0
spam,"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam",natalie 20f invite friend reply yes165 no165 wwwsmsacunatalie2k9 stop send stop frnd 62468spam,1
ham,"She ran off with a younger man. we will make pretty babies together :),ham",run young man pretty baby ham,0
spam,"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam",jamster free wallpaper text heart 88888 tc apply 16 need help 08701213186spam,1
ham,"O ic lol. Should play 9 doors sometime yo,ham",o ic lol play 9 door yoham,0
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...,ham",dunno dad come home 2 bring 4 lunch yup w u lor u reach school lorham,0
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us,ham",send jd customer service cum account executive ur mail d detail contact usham,0
ham,"Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham",desire u doctor 4 liver bit stylish ur hair manage s itham,0
ham,"Hmmm.still we dont have opener?,ham",hmmmstill openerham,0
ham,"Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham",yeah basically time week away mom amp 3ham,0
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"",ham",edison rightly fool ask question wise man answer know speechless viva gmgngegntham,0
ham,"I will vote for wherever my heart guides me,ham",vote heart guide meham,0
ham,"With my sis lor... We juz watched italian job.,ham",sis lor juz watch italian jobham,0
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...,ham",tick tick tick     die loneliness know   pout stomp foot need ham,0
ham,"Lmao you know me so well...,ham",lmao know wellham,0
spam,"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam",double min   double txt   12 price linerental late orange bluetooth mobile mobileupd8 late offer 08000839402 call2optoutlf56spam,1
ham,"Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,ham",train northampton afraid stay skyve today ho ho wednesday fancy comedy club week wayham,0
ham,"Goodnight da thangam I really miss u dear.,ham",goodnight da thangam miss u dearham,0
ham,"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham",hey sun 1030 basic yoga course bugis pilate intro sit tell time r freeham,0
ham,"Geeeee ... Your internet is really bad today, eh ?,ham",geeeee   internet bad today eh ham,0
spam,"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam",free video camera phone half price line rental 12 mth 500 cross ntwk mins 100 txts mobileupd8 08001950382 call2optout674spam,1
ham,"I think i am disturbing her da,ham",think disturb daham,0
ham,"Sorry, I'll call you  later. I am in meeting sir.,ham",sorry   later meet sirham,0
ham,"Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,ham",stick orchard dad car 4 dinner u leh r free tonightham,0
ham,"Ok i also wan 2 watch e 9 pm show...,ham",ok wan 2 watch e 9 pm showham,0
ham,"I dunno lei... Like dun haf...,ham",dunno lei like dun hafham,0
ham,"But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham",brother transfer   ltgt     ltgt   paham,0
ham,"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham",later afternoon onwords mtnl service problem south mumbai hear cann't listen meham,0
spam,"83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam",83039 62735å450 uk break accommodationvoucher term   condition apply 2 claim mustprovide claim number 15541 spam,1
ham,"Talk to g and x about that,ham",talk g x thatham,0
ham,"Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),ham",hai dear friend new amp present number rajitha raj ranjuham,0
spam,"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam",5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charityspam,1
ham,"As in different styles?,ham",different stylesham,0
spam,"WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,spam",win å200 shopping spree week start 2 play text store 88039 skilgme tscs08714740323 1winawk age16 å150perweeksubspam,1
ham,"Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham",gud ni8 dearslp welltake careswt dreamsmuahham,0
ham,"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham",want sent   ltgt mesage today s y sorry hurtsham,0
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921,spam",2nd attempt contract u win week prize å1000 cash å200 prize 09066361921spam,1
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol,ham",glad find totally disagreeable   lolham,0
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.,ham",guy flash madam care ohham,0
spam,"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam",want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile   100 free text   free camcorder reply 08000930705spam,1
ham,"Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham",mark work tomorrow 5 work house meet u afterwardsham,0
ham,"\Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD.."",ham",ur problem ur heart b'coz fight u u amp u fight ur self amp win battle vivekanand g 9 t sdham,0
ham,"Yeah, give me a call if you've got a minute,ham",yeah minuteham,0
ham,"\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IåÕL CALL U\"""",ham",hi babe uawakefeellikw shitjustfound aletter thatmum gotmarrie 4thnovbehind ourback åð fuckinniceselfishdeviousbitchanywayiåõl uham,0
ham,"Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),ham",amazing   rearrange letter meaning dormitory   dirty room astronomer   moon starer eye   election result   lie let recount motherinlaw   woman hitler plus plus amazing ham,0
ham,"Aiya we discuss later lar... Pick Ì_ up at 4 is it?,ham",aiya discuss later lar pick ì 4 itham,0
ham,"Hey happy birthday...,ham",hey happy birthdayham,0
ham,"Sorry i missed your call. Can you please call back.,ham",sorry miss backham,0
ham,"Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham",omg thing cat worm   bad day endham,0
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.,ham",good morning m suffer fever dysentry able come office todayham,0
ham,"I wont do anything de.,ham",deham,0
ham,"What type of stuff do you sing?,ham",type stuff singham,0
ham,"St andre, virgil's cream,ham",st andre virgil creamham,0
ham,"No no. I will check all rooms befor activities,ham",check room befor activitiesham,0
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...,ham",fri ah okie lorgoin 4 drivin den shoppin ttham,0
ham,"Gokila is talking with you aha:),ham",gokila talk ahaham,0
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.,ham",hi shanilrakhesh herethanksi exchange uncut diamond stuffleave excellent service dino premham,0
ham,"K.k.this month kotees birthday know?,ham",kkthis month kotee birthday knowham,0
ham,"But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,ham",break oh small   ltgt ham,0
ham,"Sorry about that this is my mates phone and i didnt write it love Kate,ham",sorry mate phone write love kateham,0
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!,spam",themobhit link premium pink panther game new 1 sugababe crazy zebra animation badass hoody wallpaperall 4 freespam,1
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.,ham",ah confuse thing think friend maybe wrong thing sort invite tho come cos moneyham,0
ham,"Aight, call me once you're close,ham",aight closeham,0
ham,"Nope thats fine. I might have a nap tho! ,ham",nope s fine nap tho ham,0
spam,"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam",msg mobile content order resent previous attempt fail network error query customersqueriesnetvisionukcomspam,1
ham,"In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham",news hassle weed week andre money haughaighgtujhygujham,0
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"",ham",boy love gal propsd bt mind gv lv lttrs bt frnd throw thm d boy decide 2 aproach d gal   dt time truck speed d gal wn 2 hit d girld boy run like hell n save ask ' hw cn u run fast ' d boy reply boost d secret energy n instantly d girl shout energy n thy live happily 2gthr drinking boost evrydy moral d story hv free msgsd gud ni8ham,0
ham,"I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham",wnt buy bmw car urgentlyit vry urgentbut hv shortage   ltgt lacsthere source arng dis amt ltgt lacsthat probham,0
ham,"Ding me on ya break fassyole! Blacko from londn,ham",de ya break fassyole blacko londnham,0
ham,"I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ham",need 2 kiss u miss u baby ur baby 4evaham,0
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL,ham",sign maturity start big thing actually start understand small thing nice evening bslvylham,0
ham,"Oh you got many responsibilities.,ham",oh responsibilitiesham,0
spam,"You have 1 new message. Please call 08715205273,spam",1 new message 08715205273spam,1
ham,"I've reached sch already...,ham",reach sch alreadyham,0
spam,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam",december mobile 11mths entitle update late colour camera mobile free mobile update vco free 08002986906 spam,1
ham,"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham",u definitely need module e humanities dis sem izzit u wan 2 module 1stham,0
ham,"Argh why the fuck is nobody in town ;_;,ham",argh fuck town ham,0
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.,spam",3 lion england tone reply lionm 4 mono lionp 4 poly 4 2 wwwringtonescouk original n good tone 3gbp network operator rate applyspam,1
ham,"Thanks. Fills me with complete calm and reassurance! ,ham",thank fill complete calm reassurance ham,0
ham,"Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,ham",aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeane hereham,0
ham,"Are you driving or training?,ham",drive trainingham,0
ham,"Lol for real. She told my dad I have cancer,ham",lol real tell dad cancerham,0
spam,"PRIVATE! Your 2003 Account Statement for 078,spam",private 2003 account statement 078spam,1
ham,"Oops I did have it,  &lt;#&gt; ?,ham",oop   ltgt ham,0
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""",ham",enufcredeit tocallshall ileave uni 6 bus yor househam,0
ham,"Hi Chikku, send some nice msgs,ham",hi chikku send nice msgsham,0
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary,ham",impossible argue treat like sub like release   remind necessaryham,0
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...,ham",work ah den 6 plus lor u workin oso rite den orchard lor place liaoham,0
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola,ham",wonderful okor great month cherish guy wish day mojibiolaham,0
ham,"Cuz ibored. And don wanna study,ham",cuz ibored don wanna studyham,0
ham,"Wot about on wed nite I am 3 then but only til 9!,ham",wot d nite 3 til 9ham,0
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....,ham",rise redred bloodblood heartheart u u send tis ur friend include u like u 1u r poor relation 2u need 1 support 3u r frnd 2 4some1 luvs u 5 some1 pray god marry u try itham,0
ham,"Any way where are you and what doing.,ham",way doingham,0
ham,"That sucks. I'll go over so u can do my hair. You'll do it free right?,ham",suck u hair free rightham,0
ham,"it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,ham",work time try add zero saving checking   ltgt ham,0
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.,ham",hmm dunno leh mayb bag 4 goigng dat small jus perfume smth dat keepham,0
ham,"Sday only joined.so training we started today:),ham",sday joinedso training start todayham,0
ham,"Sorry * was at the grocers.,ham",sorry   grocersham,0
ham,"There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham",nice pub near frankie n bennys near warner cinemaham,0
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins,spam",ve win 4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå150pm max10minsspam,1
ham,"Yup... I havent been there before... You want to go for the yoga? I can call up to book ,ham",yup want yoga book ham,0
ham,"Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham",oh shut omg yesterday dream 2 kid boy pissed kid boy tell mark dream change diaper cause getting owe faceham,0
ham,"Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham",yeah imagine gentle unlike doc treat patient like turkeysham,0
spam,"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam",free 1st week no1 nokia tone 4 ur mobile week txt nokia 8077 txte tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptonespam,1
ham,"Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham",start stop pray good idea help guy ill forward linkham,0
ham,"Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham",hi darlin m helens fone m b prince 2 nite come tb love kateham,0
ham,"I'm in office now da:)where are you?,ham",office dawhere youham,0
ham,"Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham",aiyar u poor thing u support k jia think uham,0
ham,"Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham",oh unintentionally bad time great finger   train play min warningham,0
spam,"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam",garden ready summer free selection summer bulb seed worth å3350 scotsman saturday stop go2 notxtcoukspam,1
ham,"K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),ham",kthen come wenever u lik come tel vikky come free timeham,0
ham,"Pls call me da. What happen.,ham",pls da happenham,0
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):),ham",happy new year u ur familymay new year bring happiness   stability tranquility ur vibrant colourful lifeham,0
ham,"No problem with the renewal. I.ll do it right away but i dont know his details.,ham",problem renewal ill right away know detailsham,0
ham,"Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ham",idk sit stop shop parking lot right bawl eye feel like failure want feel like fail youham,0
ham,"Haven't left yet so probably gonna be here til dinner,ham",leave probably til dinnerham,0
ham,"Like  &lt;#&gt; , same question,ham",like   ltgt   questionham,0
ham,"MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham",new year eve ok party boyfriend si heyham,0
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.,ham",sir need velusamy sir date birth company bank facility detailsham,0
ham,"K k:) sms chat with me.,ham",k k sms chat meham,0
ham,"I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham",come karnan car wait till 6 pm directly goto doctorham,0
ham,"No but the bluray player can,ham",bluray player canham,0
ham,"Ok... Then r we meeting later?,ham",ok r meet laterham,0
ham,"Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham",lol need cash nitro hurry come crash outham,0
ham,"Just send a text. We'll skype later.,ham",send text skype laterham,0
ham,"Ok leave no need to ask,ham",ok leave need askham,0
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p,spam",congrat 2 mobile 3 g videophone r 09063458130 videochat wid ur mate play java games dload polyph music noline rentl bx420 ip4 5we 150pspam,1
ham,"ÌÏ still got lessons?  ÌÏ in sch?,ham",ìï lesson   ìï schham,0
ham,"Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham",y dun believe leh tot tell true thk muz c tog believeham,0
ham,"Oh did you charge camera,ham",oh charge cameraham,0
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!,ham",iûve salt rub open wound likeham,0
ham,"Now i'm going for lunch.,ham",lunchham,0
ham,"I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,ham",school n da lab stuff ì r doneham,0
ham,"Oh k. . I will come tomorrow,ham",oh k   come tomorrowham,0
ham,"Aight, text me tonight and we'll see what's up,ham",aight text tonight upham,0
ham,"U 2.,ham",u 2ham,0
ham,"Water logging in desert. Geoenvironmental implications.,ham",water log desert geoenvironmental implicationsham,0
ham,"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham",rajipls favour pls convey birthday wish nimya pls today birthdayham,0
ham,"Company is very good.environment is terrific and food is really nice:),ham",company goodenvironment terrific food niceham,0
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ,ham",strange     watch 2nd bed sweet dream miss u ham,0
spam,"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam",sm auction   brand new nokia 7250 4 auction today auction free 2 join   txt nokia 86021 nowspam,1
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ,ham",hi hope u r ok text u let gently ham,0
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*,ham",babe fucking love   know fuck good hear voice need crave adore ahmad kissesham,0
ham,"K sure am in my relatives home. Sms me de. Pls:-),ham",k sure relative home sm de plsham,0
ham,"I sent them. Do you like?,ham",send likeham,0
ham,"Fuuuuck I need to stop sleepin, sup,ham",fuuuuck need stop sleepin supham,0
ham,"I'm in town now so i'll jus take mrt down later.,ham",town jus mrt laterham,0
ham,"I just cooked a rather nice salmon a la you,ham",cook nice salmon la youham,0
ham,"I uploaded mine to Facebook,ham",upload facebookham,0
ham,"WHAT TIME U WRKIN?,ham",time u wrkinham,0
ham,"Okie,ham",okieham,0
