type,text,target,text_clean,text_encoded
ham,"That's y u haf 2 keep me busy...,ham",0,y u haf 2 busyham,"[153, 2, 355, 3, 1]"
ham,"No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham",0,rushing work school rush hungryham,"[1, 40, 290, 1, 1]"
ham,"Which channel:-):-):):-).,ham",0,channelham,[1]
ham,"So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham",0,tell coulda real valentine u pick nothingham,"[19, 1, 234, 438, 2, 63, 1]"
spam,"Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam",1,phony å350 award   todays voda number end xxxx select receive å350 award match 08712300220 quote claim code 3100 standard rate appspam,"[1, 613, 107, 387, 1, 60, 114, 1, 264, 150, 613, 107, 430, 1, 747, 42, 253, 1, 1, 275, 1]"
ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx,ham",0,eta taunton 1230 plan hope thatûs okday good xxham,"[1, 1, 1, 164, 39, 1, 1, 8, 896]"
ham,"I'm hungry buy smth home...,ham",0,hungry buy smth homeham,"[807, 91, 538, 291]"
ham,"\HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\"""",ham",0,hey kate hope ur ok u buz wedlunch outsomewhere 4 adrink towncud 2watershd 4 bit ppl fromwrk bthere love petexxxham,"[47, 824, 39, 4, 16, 2, 1, 1, 1, 7, 1, 1, 1, 7, 198, 1, 1, 1, 15, 1]"
ham,"My drive can only be read. I need to write,ham",0,drive read need writeham,"[193, 297, 22, 1]"
ham,"Just looked it up and addie goes back Monday, sucks to be her,ham",0,look addie monday suck herham,"[93, 1, 1, 997, 940]"
ham,"Happy new year. Hope you are having a good semester,ham",0,happy new year hope good semesterham,"[54, 31, 95, 39, 8, 920]"
ham,"Esplanade lor. Where else...,ham",0,esplanade lor elseham,"[1, 49, 1]"
ham,"Can you talk with me..,ham",0,talk meham,"[121, 80]"
ham,"Hmph. Go head, big baller.,ham",0,hmph head big ballerham,"[1, 391, 166, 1]"
ham,"Well its not like you actually called someone a punto. That woulda been worse.,ham",0,like actually punto woulda worseham,"[13, 238, 1, 1, 1]"
ham,"Nope. Since ayo travelled, he has forgotten his guy,ham",0,nope ayo travel forget guyham,"[526, 1, 1, 162, 1]"
ham,"You still around? Looking to pick up later,ham",0,look pick laterham,"[93, 63, 100]"
spam,"CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam",1,cds 4u congratulation ur award å500 cd gift voucher å125 gift guarantee   freeentry 2 å100 wkly draw xt music 87066 tnc wwwldewcom1win150ppmx3age16 spam,"[1, 1, 552, 4, 107, 418, 639, 279, 194, 1, 279, 131, 1, 3, 366, 536, 154, 1, 340, 640, 1, 1, 197]"
ham,"There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham",0,year   ltgt   toyota camry like mr olayiwola mileage   ltgt kit clean need know sell raise dough soon landing sell holla backham,"[95, 11, 1, 1, 13, 633, 1, 1, 11, 1, 782, 22, 10, 449, 1, 1, 161, 1, 449, 1, 458]"
ham,"Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham",0,guess pub m m happy pig clover saying ham,"[178, 560, 51, 51, 54, 1, 1, 1, 5]"
ham,"ILL B DOWN SOON,ham",0,ill b soonham,"[94, 106, 420]"
ham,"Oh k. . I will come tomorrow,ham",0,oh k   come tomorrowham,"[58, 103, 6, 280]"
ham,"Go fool dont cheat others ok,ham",0,fool cheat okham,"[1, 1, 118]"
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar,ham",0,mobile numberpls sms ur mail idconvey regard achanammarakheshqatarham,"[27, 1, 1, 4, 342, 1, 1, 1]"
ham,"By the way, 'rencontre' is to meet again. Mountains dont....,ham",0,way ' rencontre ' meet mountain dontham,"[68, 88, 1, 88, 50, 1, 1]"
spam,"You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam",1,win guarantee å1000 cash å2000 prize claim yr prize customer service representative 08714712412 10am7pm cost 10pspam,"[26, 131, 209, 89, 245, 67, 42, 546, 67, 120, 87, 744, 1, 1, 184, 1]"
ham,"U attend ur driving lesson how many times a wk n which day?,ham",0,u attend ur drive lesson time wk n dayham,"[2, 1, 4, 193, 320, 18, 323, 29, 172]"
ham,"Uncle G, just checking up on you. Do have a rewarding month,ham",0,uncle g check rewarding monthham,"[483, 229, 127, 1, 1]"
ham,"Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,ham",0,hello boytoy   geeee   miss today like send tm remind think   love   love kissham,"[140, 517, 1, 35, 41, 13, 9, 1, 856, 20, 15, 15, 533]"
ham,"I think the other two still need to get cash but we can def be ready by 9,ham",0,think need cash def ready 9ham,"[20, 22, 89, 1, 237, 1]"
ham,"Hey gals...U all wanna meet 4 dinner at nÌÂte? ,ham",0,hey galsu wanna meet 4 dinner nìâte ham,"[47, 1, 191, 50, 7, 285, 1, 5]"
spam,"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam",1,dear 0776xxxxxxx u've invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrsspam,"[74, 1, 1, 383, 1, 422, 332, 84, 2, 23, 125, 436, 1, 776, 1]"
ham,"Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,ham",0,babe       talk   think   good boy miss love ham,"[85, 121, 20, 8, 200, 35, 15, 5]"
ham,"Great! How is the office today?,ham",0,great office todayham,"[46, 416, 223]"
ham,"It's cool, we can last a little while. Getting more any time soon?,ham",0,cool little time soonham,"[171, 257, 18, 420]"
ham,":-( sad puppy noise,ham",0,sad puppy noiseham,"[421, 1, 1]"
ham,"Yes its possible but dint try. Pls dont tell to any one k,ham",0,yes possible dint try pls tell kham,"[72, 1, 1, 43, 59, 19, 1]"
ham,"Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham",0,holla need excuse creep people sarasotaham,"[1, 22, 1, 1, 143, 1]"
ham,"Where you. What happen,ham",0,happenham,[1]
ham,"I was gonna ask you lol but i think its at 7,ham",0,ask lol think 7ham,"[34, 117, 20, 1]"
spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam",1,ur cashbalance currently 500 pound   maximize ur cashin send 86688 150pmeg cc 08718720201 hgsuite3422land roww1j6hlspam,"[4, 1, 593, 312, 267, 1, 4, 1, 9, 436, 1, 1, 1, 937, 1]"
spam,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam",1,private 2003 account statement 800 unredeeme sim point 08715203685 identifier code4xx26 expire 131004spam,"[409, 608, 165, 429, 609, 714, 769, 262, 1, 715, 1, 500, 1]"
ham,"Go chase after her and run her over while she's crossing the street,ham",0,chase run cross streetham,"[1, 208, 1, 1]"
spam,"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam",1,like tell deep darkest fantasy 09094646631 60pmin stop text 08712460324 nat ratespam,"[13, 19, 762, 1, 725, 1, 1, 30, 17, 1, 1, 1]"
ham,"Is there coming friday is leave for pongal?do you get any news from your work place.,ham",0,come friday leave pongaldo news work placeham,"[6, 579, 53, 1, 454, 40, 827]"
ham,"Hey... Very inconvenient for your sis a not huh?,ham",0,hey inconvenient sis huhham,"[47, 1, 463, 1]"
ham,"Ok i vl..do u know i got adsense approved..,ham",0,ok vldo u know adsense approvedham,"[16, 1, 2, 10, 1, 1]"
ham,"* Was really good to see you the other day dudette, been missing you!,ham",0,good day dudette miss youham,"[8, 21, 1, 35, 81]"
ham,"I want to go to perumbavoor,ham",0,want perumbavoorham,"[14, 1]"
ham,"How many times i told in the stage all use to laugh. You not listen aha.,ham",0,time tell stage use laugh listen ahaham,"[18, 19, 1, 151, 561, 444, 1]"
spam,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam",1,believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18ptxtspam,"[462, 359, 1, 702, 28, 229, 892, 1, 1, 55, 1, 195, 1, 1]"
ham,"(You didn't hear it from me),ham",0,hear meham,"[163, 80]"
ham,"Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham",0,thank talk saturday dear cherish brother role modelham,"[66, 121, 540, 74, 1, 405, 1, 1]"
ham,"Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham",0,pls clarify open return ticket prepone keralaham,"[59, 1, 457, 521, 481, 1, 1]"
spam,"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam",1,natalie 20f invite friend reply yes165 no165 wwwsmsacunatalie2k9 stop send stop frnd 62468spam,"[1, 1, 383, 57, 28, 1, 1, 1, 30, 9, 30, 268, 1]"
ham,"She ran off with a younger man. we will make pretty babies together :),ham",0,run young man pretty baby ham,"[208, 1, 137, 528, 259, 5]"
spam,"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam",1,jamster free wallpaper text heart 88888 tc apply 16 need help 08701213186spam,"[1, 12, 1, 17, 155, 1, 273, 334, 240, 22, 141, 1]"
ham,"O ic lol. Should play 9 doors sometime yo,ham",0,o ic lol play 9 door yoham,"[445, 1, 117, 146, 283, 1, 1]"
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...,ham",0,dunno dad come home 2 bring 4 lunch yup w u lor u reach school lorham,"[260, 269, 6, 32, 3, 169, 7, 176, 177, 618, 2, 49, 2, 147, 290, 132]"
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us,ham",0,send jd customer service cum account executive ur mail d detail contact usham,"[9, 1, 120, 87, 603, 165, 1, 4, 342, 38, 363, 84, 624]"
ham,"Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham",0,desire u doctor 4 liver bit stylish ur hair manage s itham,"[1, 2, 1, 7, 1, 198, 1, 4, 352, 1, 44, 119]"
ham,"Hmmm.still we dont have opener?,ham",0,hmmmstill openerham,"[1, 1]"
ham,"Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham",0,yeah basically time week away mom amp 3ham,"[77, 1, 18, 37, 316, 371, 73, 1]"
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"",ham",0,edison rightly fool ask question wise man answer know speechless viva gmgngegntham,"[1, 1, 1, 34, 296, 1, 137, 276, 10, 1, 1, 1]"
ham,"I will vote for wherever my heart guides me,ham",0,vote heart guide meham,"[1, 155, 1, 80]"
ham,"With my sis lor... We juz watched italian job.,ham",0,sis lor juz watch italian jobham,"[463, 49, 307, 101, 1, 977]"
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...,ham",0,tick tick tick     die loneliness know   pout stomp foot need ham,"[1, 1, 1, 465, 1, 10, 1, 1, 1, 22, 5]"
ham,"Lmao you know me so well...,ham",0,lmao know wellham,"[1, 10, 488]"
spam,"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam",1,double min   double txt   12 price linerental late orange bluetooth mobile mobileupd8 late offer 08000839402 call2optoutlf56spam,"[337, 116, 337, 23, 537, 305, 1, 65, 250, 841, 27, 492, 65, 157, 523, 1]"
ham,"Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,ham",0,train northampton afraid stay skyve today ho ho wednesday fancy comedy club week wayham,"[716, 1, 1, 213, 1, 41, 958, 958, 1, 431, 1, 394, 37, 581]"
ham,"Goodnight da thangam I really miss u dear.,ham",0,goodnight da thangam miss u dearham,"[1, 52, 1, 35, 2, 289]"
ham,"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham",0,hey sun 1030 basic yoga course bugis pilate intro sit tell time r freeham,"[47, 530, 1, 1, 1, 692, 1, 1, 1, 188, 19, 18, 24, 678]"
ham,"Geeeee ... Your internet is really bad today, eh ?,ham",0,geeeee   internet bad today eh ham,"[1, 1, 204, 41, 671, 5]"
spam,"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam",1,free video camera phone half price line rental 12 mth 500 cross ntwk mins 100 txts mobileupd8 08001950382 call2optout674spam,"[12, 246, 206, 33, 185, 305, 148, 648, 537, 1, 312, 1, 1, 1, 453, 702, 492, 1, 1]"
ham,"I think i am disturbing her da,ham",0,think disturb daham,"[20, 696, 278]"
ham,"Sorry, I'll call you  later. I am in meeting sir.,ham",0,sorry   later meet sirham,"[25, 105, 50, 724]"
ham,"Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,ham",0,stick orchard dad car 4 dinner u leh r free tonightham,"[1, 754, 269, 196, 7, 285, 2, 377, 24, 12, 274]"
ham,"Ok i also wan 2 watch e 9 pm show...,ham",0,ok wan 2 watch e 9 pm showham,"[16, 126, 3, 101, 75, 283, 412, 1]"
ham,"I dunno lei... Like dun haf...,ham",0,dunno lei like dun hafham,"[260, 474, 13, 123, 1]"
ham,"But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham",0,brother transfer   ltgt     ltgt   paham,"[405, 1, 11, 11, 743]"
ham,"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham",0,later afternoon onwords mtnl service problem south mumbai hear cann't listen meham,"[105, 304, 1, 1, 87, 249, 979, 1, 163, 1, 444, 80]"
spam,"83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam",1,83039 62735å450 uk break accommodationvoucher term   condition apply 2 claim mustprovide claim number 15541 spam,"[1, 1, 351, 358, 1, 555, 1, 334, 3, 42, 1, 42, 60, 1, 197]"
ham,"Talk to g and x about that,ham",0,talk g x thatham,"[121, 229, 241, 331]"
ham,"Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),ham",0,hai dear friend new amp present number rajitha raj ranjuham,"[1, 74, 57, 31, 73, 956, 60, 1, 1, 1]"
spam,"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam",1,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charityspam,"[1, 7, 1, 1, 738, 22, 575, 4, 302, 19, 4, 1, 23, 92, 1, 403, 1, 440, 1, 1, 1, 1, 1, 3, 1]"
ham,"As in different styles?,ham",0,different stylesham,"[945, 1]"
spam,"WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,spam",1,win å200 shopping spree week start 2 play text store 88039 skilgme tscs08714740323 1winawk age16 å150perweeksubspam,"[26, 834, 651, 1, 37, 96, 3, 146, 17, 790, 1, 1, 1, 1, 1, 1]"
ham,"Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham",0,gud ni8 dearslp welltake careswt dreamsmuahham,"[108, 1, 1, 1, 1, 1]"
ham,"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham",0,want sent   ltgt mesage today s y sorry hurtsham,"[14, 1, 11, 1, 41, 44, 153, 25, 1]"
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921,spam",1,2nd attempt contract u win week prize å1000 cash å200 prize 09066361921spam,"[254, 332, 1, 2, 26, 37, 67, 209, 89, 834, 67, 1]"
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol,ham",0,glad find totally disagreeable   lolham,"[788, 62, 1, 1, 539]"
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.,ham",0,guy flash madam care ohham,"[112, 1, 1, 111, 617]"
spam,"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam",1,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile   100 free text   free camcorder reply 08000930705spam,"[14, 31, 99, 1, 348, 33, 1, 1, 12, 187, 27, 453, 12, 17, 12, 509, 28, 1]"
ham,"Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham",0,mark work tomorrow 5 work house meet u afterwardsham,"[890, 40, 124, 168, 40, 376, 50, 2, 1]"
ham,"\Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD.."",ham",0,ur problem ur heart b'coz fight u u amp u fight ur self amp win battle vivekanand g 9 t sdham,"[4, 249, 4, 155, 1, 712, 2, 2, 73, 2, 712, 4, 855, 73, 26, 1, 1, 229, 283, 364, 1]"
ham,"Yeah, give me a call if you've got a minute,ham",0,yeah minuteham,"[77, 1]"
ham,"\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IåÕL CALL U\"""",ham",0,hi babe uawakefeellikw shitjustfound aletter thatmum gotmarrie 4thnovbehind ourback åð fuckinniceselfishdeviousbitchanywayiåõl uham,"[36, 85, 1, 1, 1, 1, 1, 1, 1, 1, 1, 186]"
ham,"Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),ham",0,amazing   rearrange letter meaning dormitory   dirty room astronomer   moon starer eye   election result   lie let recount motherinlaw   woman hitler plus plus amazing ham,"[1, 1, 1, 1, 1, 1, 255, 1, 1, 1, 729, 1, 944, 1, 69, 1, 1, 1, 1, 317, 317, 1, 5]"
ham,"Aiya we discuss later lar... Pick Ì_ up at 4 is it?,ham",0,aiya discuss later lar pick ì 4 itham,"[1, 1, 105, 263, 63, 48, 7, 119]"
ham,"Hey happy birthday...,ham",0,hey happy birthdayham,"[47, 54, 1]"
ham,"Sorry i missed your call. Can you please call back.,ham",0,sorry miss backham,"[25, 35, 458]"
ham,"Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham",0,omg thing cat worm   bad day endham,"[962, 55, 1, 1, 204, 21, 1]"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.,ham",0,good morning m suffer fever dysentry able come office todayham,"[8, 109, 51, 1, 1, 1, 294, 6, 416, 223]"
ham,"I wont do anything de.,ham",0,deham,[1]
ham,"What type of stuff do you sing?,ham",0,type stuff singham,"[512, 174, 1]"
ham,"St andre, virgil's cream,ham",0,st andre virgil creamham,"[647, 1, 1, 1]"
ham,"No no. I will check all rooms befor activities,ham",0,check room befor activitiesham,"[127, 255, 1, 1]"
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...,ham",0,fri ah okie lorgoin 4 drivin den shoppin ttham,"[605, 385, 600, 1, 7, 1, 251, 1, 1]"
ham,"Gokila is talking with you aha:),ham",0,gokila talk ahaham,"[1, 121, 1]"
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.,ham",0,hi shanilrakhesh herethanksi exchange uncut diamond stuffleave excellent service dino premham,"[36, 1, 1, 1, 1, 1, 1, 1, 87, 1, 1]"
ham,"K.k.this month kotees birthday know?,ham",0,kkthis month kotee birthday knowham,"[1, 190, 1, 265, 529]"
ham,"But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,ham",0,break oh small   ltgt ham,"[358, 58, 644, 11, 5]"
ham,"Sorry about that this is my mates phone and i didnt write it love Kate,ham",0,sorry mate phone write love kateham,"[25, 270, 33, 726, 15, 1]"
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!,spam",1,themobhit link premium pink panther game new 1 sugababe crazy zebra animation badass hoody wallpaperall 4 freespam,"[1, 737, 1, 1, 1, 248, 31, 76, 1, 451, 1, 1, 1, 1, 1, 7, 1]"
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.,ham",0,ah confuse thing think friend maybe wrong thing sort invite tho come cos moneyham,"[385, 1, 55, 20, 57, 243, 570, 55, 491, 383, 672, 6, 83, 1]"
ham,"Aight, call me once you're close,ham",0,aight closeham,"[236, 1]"
ham,"Nope thats fine. I might have a nap tho! ,ham",0,nope s fine nap tho ham,"[526, 44, 170, 1, 672, 5]"
spam,"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam",1,msg mobile content order resent previous attempt fail network error query customersqueriesnetvisionukcomspam,"[70, 27, 460, 327, 1, 1, 332, 1, 232, 1, 1, 1]"
ham,"In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham",0,news hassle weed week andre money haughaighgtujhygujham,"[454, 1, 1, 37, 1, 128, 1]"
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"",ham",0,boy love gal propsd bt mind gv lv lttrs bt frnd throw thm d boy decide 2 aproach d gal   dt time truck speed d gal wn 2 hit d girld boy run like hell n save ask ' hw cn u run fast ' d boy reply boost d secret energy n instantly d girl shout energy n thy live happily 2gthr drinking boost evrydy moral d story hv free msgsd gud ni8ham,"[200, 15, 567, 1, 292, 195, 1, 1, 1, 292, 268, 830, 1, 38, 200, 286, 3, 1, 38, 567, 1, 18, 1, 1, 38, 567, 1, 3, 578, 38, 1, 200, 208, 13, 1, 29, 576, 34, 88, 1, 1, 2, 208, 401, 88, 38, 200, 28, 1, 38, 490, 973, 29, 1, 38, 142, 1, 973, 29, 1, 133, 1, 1, 1, 1, 1, 1, 38, 601, 1, 12, 1, 108, 687]"
ham,"I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham",0,wnt buy bmw car urgentlyit vry urgentbut hv shortage   ltgt lacsthere source arng dis amt ltgt lacsthat probham,"[1, 91, 1, 196, 1, 1, 1, 1, 1, 11, 1, 1, 1, 256, 1, 11, 1, 1]"
ham,"Ding me on ya break fassyole! Blacko from londn,ham",0,de ya break fassyole blacko londnham,"[365, 130, 358, 1, 1, 1]"
ham,"I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ham",0,need 2 kiss u miss u baby ur baby 4evaham,"[22, 3, 443, 2, 35, 2, 259, 4, 259, 1]"
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL,ham",0,sign maturity start big thing actually start understand small thing nice evening bslvylham,"[758, 1, 96, 166, 55, 238, 96, 569, 644, 55, 134, 310, 699]"
ham,"Oh you got many responsibilities.,ham",0,oh responsibilitiesham,"[58, 1]"
spam,"You have 1 new message. Please call 08715205273,spam",1,1 new message 08715205273spam,"[76, 31, 71, 1]"
ham,"I've reached sch already...,ham",0,reach sch alreadyham,"[147, 419, 349]"
spam,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam",1,december mobile 11mths entitle update late colour camera mobile free mobile update vco free 08002986906 spam,"[1, 27, 836, 889, 318, 65, 348, 206, 27, 12, 27, 318, 1, 12, 1, 197]"
ham,"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham",0,u definitely need module e humanities dis sem izzit u wan 2 module 1stham,"[2, 1, 22, 1, 75, 1, 256, 1, 1, 2, 126, 3, 1, 1]"
ham,"Argh why the fuck is nobody in town ;_;,ham",0,argh fuck town ham,"[1, 215, 315, 5]"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.,spam",1,3 lion england tone reply lionm 4 mono lionp 4 poly 4 2 wwwringtonescouk original n good tone 3gbp network operator rate applyspam,"[97, 1, 805, 92, 28, 1, 7, 1, 1, 7, 440, 7, 3, 1, 1, 29, 8, 92, 1, 232, 510, 275, 770]"
ham,"Thanks. Fills me with complete calm and reassurance! ,ham",0,thank fill complete calm reassurance ham,"[66, 660, 690, 1, 1, 5]"
ham,"Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,ham",0,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeane hereham,"[1, 1, 1, 1, 1, 1, 1, 1, 336]"
ham,"Are you driving or training?,ham",0,drive trainingham,"[193, 1]"
ham,"Lol for real. She told my dad I have cancer,ham",0,lol real tell dad cancerham,"[117, 234, 19, 269, 1]"
spam,"PRIVATE! Your 2003 Account Statement for 078,spam",1,private 2003 account statement 078spam,"[409, 608, 165, 429, 1]"
ham,"Oops I did have it,  &lt;#&gt; ?,ham",0,oop   ltgt ham,"[810, 11, 5]"
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""",ham",0,enufcredeit tocallshall ileave uni 6 bus yor househam,"[1, 1, 1, 1, 261, 284, 1, 527]"
ham,"Hi Chikku, send some nice msgs,ham",0,hi chikku send nice msgsham,"[36, 703, 9, 134, 1]"
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary,ham",0,impossible argue treat like sub like release   remind necessaryham,"[1, 1, 475, 13, 607, 13, 1, 856, 1]"
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...,ham",0,work ah den 6 plus lor u workin oso rite den orchard lor place liaoham,"[40, 385, 251, 261, 317, 49, 2, 953, 389, 565, 251, 754, 49, 122, 697]"
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola,ham",0,wonderful okor great month cherish guy wish day mojibiolaham,"[506, 1, 46, 190, 1, 112, 102, 21, 1]"
ham,"Cuz ibored. And don wanna study,ham",0,cuz ibored don wanna studyham,"[1, 1, 722, 191, 1]"
